# Zumbrunn - Felsberg unten - PCAB - ITRDB CHE506
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41760
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41760.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che506-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che506.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che506.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Zumbrunn - Felsberg unten - PCAB - ITRDB CHE506
#--------------------
# Investigators
#   Investigators: Zumbrunn, Christina; Rigling, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Zumbrunn C (2013) Klima-Wachstumsbeziehungen von Fichte, Föhre, Lärche und Tanne entlang von Höhengradienten im Kanton Graubünden. Master thesis, ETH Zürich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Felsberg unten
#   Location: Switzerland
#   Northernmost_Latitude: 46.8542542
#   Southernmost_Latitude: 46.8542542
#   Easternmost_Longitude: 9.483888
#   Westernmost_Longitude: 9.483888
#   Elevation_m: 720
#--------------------
# Data_Collection
#   Collection_Name: CHE506
#   First_Year: 1917
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FUS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS28A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS28A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS29A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUS31A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUS31A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FUS01A_raw	FUS07A_raw	FUS10A_raw	FUS12A_raw	FUS13A_raw	FUS15A_raw	FUS16A_raw	FUS17A_raw	FUS18A_raw	FUS23A_raw	FUS24A_raw	FUS28A_raw	FUS29A_raw	FUS30A_raw	FUS31A_raw
1971	2.63	4.55	2.79	3.33	2.33	3.26	3.79	2.69	3.88	4.21	7.8	5.37	3.83	4.46	5.8
1972	1.96	3.01	2.41	2.86	2.41	2.44	4.48	2.76	3.35	4.02	4.7	4.02	3.46	3.58	4.79
1973	1.75	3.34	2.34	2.18	1.99	3.01	3.45	2.72	3.34	3.65	3.48	4.28	3.24	4.08	4.16
1974	1.92	2.99	2.14	1.97	1.78	2.82	3.47	2.43	2.94	3.78	2.89	4.55	3.21	4.57	3.89
1975	1.96	2.73	2.28	1.91	1.99	2.83	3.51	2.43	2.74	3.57	2.59	4.32	3.59	4.26	3.03
1976	1.09	1.99	1.21	0.97	0.93	1.89	2.41	1.34	1.27	2.29	1.29	2.91	1.92	2.13	1.54
1977	1.54	1.88	1.82	1.36	1.14	2.17	3.48	1.64	1.02	3.4	1.46	3.16	2.31	3.35	2.22
1978	1.54	2.34	2.37	2.19	1.78	2.6	3.89	2.52	1.1	4.7	1.38	4.15	3.44	4.29	2.72
1979	1.56	4.2	2.21	3.04	1.89	3.41	3.61	2.73	1.48	4.73	2.28	5.36	3.14	4.14	2.55
1980	1.43	3.86	2.2	3.4	2.01	3.84	4.96	2.4	2.81	4.77	2.68	5.06	2.88	3.85	3.65
1981	1.53	3.19	2.35	3.69	1.58	4.89	4.16	2.22	2.94	5.09	2.26	5.3	3.07	3.65	4.51
1982	1.93	3.21	2.15	2.67	1.52	4.75	4.53	2.11	2.22	4.37	3	4.78	3.14	3.78	3.82
1983	1.4	2.44	2.37	2.32	1.62	3.95	3.1	1.28	1.98	3.69	2.94	4.62	3.29	3.23	3.93
1984	1.13	2.1	1.96	1.72	1.02	3.78	2.49	1.18	1.76	3.69	2.36	4.15	2.33	3	3.5
1985	1.61	2.44	2.6	2.73	1.83	4.14	1.7	2	2.16	3.39	2.84	3.82	2.86	3	2.88
1986	1.72	2.78	2.57	2.35	1.48	4.42	2.13	2.04	2.1	2.9	3.34	3.22	2.79	2.79	2.25
1987	1.56	3.24	2.68	3.21	1.42	4.28	3.05	3.1	2.28	2.78	3.77	3.5	3.27	3.09	3.17
1988	1.79	2.86	2.61	2.9	1.4	5.91	2.07	2.9	2.16	3.48	4.28	3.48	3.66	3.05	3.52
1989	1.47	2.48	1.89	1.61	1.03	4.22	1.75	2.13	1.69	2.74	4.39	2.6	3.06	2.16	2.57
1990	1.28	2.53	1.93	1.75	1.13	3.37	1.56	2.13	1.45	2.04	3.86	2.52	2.28	2.68	1.77
1991	1.3	2.1	1.57	1.46	0.73	3.35	1.59	2.24	1.38	1.97	2.72	2.16	2.37	2.05	1.45
1992	1.06	1.61	1.37	1.14	0.47	3.79	1.12	1.66	1.07	1.98	2.24	2.25	2.51	2.08	1.24
1993	1.38	2.03	1.64	1.17	0.77	4.43	1.69	2.05	1.37	1.84	2.55	4.37	3.53	2.1	1.69
1994	1.22	2.74	1.94	1.52	0.88	4.35	1.82	1.8	1.47	2.25	2.21	5.4	3.46	2.72	1.82
1995	1.34	2.22	1.79	2.3	0.97	3.3	2.05	1.7	1.48	1.95	2.65	4.4	2.38	2.74	1.97
1996	1.05	2.43	1.43	1.8	0.79	2.67	1.74	1.56	1.57	1.5	3.23	3.17	3.19	2.38	1.49
1997	0.84	1.98	1.7	1.65	0.83	2.08	2.14	1.01	1.57	1.67	2.52	3.09	2.66	2.81	1.49
1998	0.82	1.45	1.41	0.95	0.66	2.15	1.66	1.06	1.85	1.64	1.94	1.89	1.97	2.04	1.54
1999	0.91	2.16	1.69	0.93	0.85	2.13	2.03	1.14	2.86	2.71	2.38	2.54	2.94	3.73	2.02
2000	0.79	2.23	1.29	0.65	0.66	2.25	1.77	0.76	2.7	3.3	3.92	2.7	4.51	4.28	3
2001	1.27	1.96	1.79	1.13	1.4	2.58	2.31	0.99	3	2.89	6.56	3.77	5.46	8.12	4.56
2002	1.33	2.79	1.62	1.58	1.28	2.5	2.45	1.12	3.87	3.48	10.1	7.17	9.54	9.24	4.67
2003	0.72	1.03	0.77	0.85	0.59	1.66	1.64	0.51	1.53	1.59	4	2.99	3.21	2.54	1.46
2004	0.74	1.08	0.81	0.8	0.58	2.57	1.4	0.6	1.66	1.36	4.12	4.45	4.38	2.71	1.56
2005	0.55	0.7	0.64	0.53	0.56	2.07	1.54	0.51	1.26	0.89	2.67	2.76	4.01	1.76	1.11
2006	0.47	0.61	0.56	0.45	0.37	1.51	1.27	0.49	1.25	0.91	2.22	2.06	2.49	1.3	0.95
2007	0.68	1.55	0.8	0.6	0.78	1.63	1.47	0.8	1.4	1.02	2.53	3.25	4.33	1.84	1.51
2008	0.76	1.85	1.08	0.69	0.95	1.94	1.35	0.79	1.76	1.24	3.28	5.35	3.32	1.77	1.44
2009	0.62	1.5	0.84	0.63	0.79	2.24	1.67	0.56	1.9	1.08	3.17	5.62	2.76	1.45	0.94
2010	0.54	1.41	0.78	0.96	0.67	1.98	1.26	0.63	2.35	0.9	3.33	4.84	3.3	1.45	0.75
2011	0.5	1.25	0.75	0.9	0.79	1.63	1.52	0.49	1.48	0.91	3.01	3.59	2.51	1.21	0.87
