# Scherrer - S-chalun, Engiadina Bassa - ABAL - ITRDB CHE478
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41290
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41290.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che478-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che478.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che478.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Scherrer - S-chalun, Engiadina Bassa - ABAL - ITRDB CHE478
#--------------------
# Investigators
#   Investigators: Scherrer, Judith; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Scherrer J. 2024. Das Potenzial der Weisstanne im Unterengadin. Master’s thesis. ETH Zurich, Zurich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: S-chalun, Engiadina Bassa
#   Location: Switzerland
#   Northernmost_Latitude: 46.93838879
#   Southernmost_Latitude: 46.93838879
#   Easternmost_Longitude: 10.47942407
#   Westernmost_Longitude: 10.47942407
#   Elevation_m: 1255
#--------------------
# Data_Collection
#   Collection_Name: CHE478
#   First_Year: 1834
#   Last_Year: 2023
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SC00T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC00T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC01T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC01T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC02T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC02T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC03T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC03T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC04T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC04T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC05T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC05T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC06T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC06T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC07T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC07T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC08T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC08T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC11T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC11T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC12T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC12T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC13T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC13T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC14T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC14T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SC15T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SC15T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SC00T_01_raw	SC01T_01_raw	SC02T_01_raw	SC03T_01_raw	SC04T_01_raw	SC05T_01_raw	SC06T_01_raw	SC07T_01_raw	SC08T_01_raw	SC11T_01_raw	SC12T_01_raw	SC13T_01_raw	SC14T_01_raw	SC15T_01_raw
1896	1.72	1.16	2.15	1.47	NA	NA	1.59	0.99	0.3	NA	NA	0.48	0.08	0.27
1897	1.73	1.15	2.06	1.3	NA	NA	1.51	1.1	0.36	NA	NA	0.54	0.08	0.3
1898	1.57	1.09	1.98	1.39	NA	NA	1.42	1.09	0.48	1.23	NA	0.37	0.07	0.19
1899	1.46	1.15	2.14	1.32	NA	NA	1.27	0.86	0.52	0.92	NA	0.51	0.07	0.3
1900	0.96	1.02	1.92	1.11	NA	NA	1.32	0.57	0.56	0.93	NA	0.35	0.12	0.22
1901	0.93	1.05	1.79	1.13	NA	NA	1.48	0.62	0.62	0.55	NA	0.39	0.16	0.2
1902	1.11	1	1.55	1.11	NA	NA	1.59	0.65	0.83	0.67	NA	0.34	0.13	0.16
1903	1.47	1.07	1.47	1	NA	NA	1.46	0.71	0.71	0.51	NA	0.35	0.12	0.18
1904	1.41	1.13	1.33	1.14	NA	NA	1.5	0.66	0.74	0.73	NA	0.37	0.12	0.21
1905	1.41	1.16	1.23	1.06	NA	NA	1.22	0.72	0.6	0.7	NA	0.36	0.11	0.2
1906	1.35	1.16	1.23	1.37	NA	NA	1.33	0.98	0.97	0.6	NA	0.3	0.08	0.16
1907	1.13	1.05	0.88	0.86	0.65	NA	0.95	0.68	0.68	0.42	NA	0.29	0.09	0.15
1908	1.37	1.13	0.96	1.02	0.6	NA	0.94	0.64	0.62	0.56	NA	0.33	0.11	0.08
1909	1.25	1.16	1.15	0.99	0.61	NA	1.14	0.67	0.58	0.3	NA	0.32	0.09	0.11
1910	1.16	0.93	1.02	0.99	0.63	NA	1.28	0.73	0.53	0.46	NA	0.39	0.12	0.17
1911	1.46	1.34	0.97	1.13	0.81	NA	1.32	1.02	1.05	0.62	NA	0.68	0.15	0.23
1912	1.45	1.14	1.21	1	0.96	NA	1.27	1.01	1.39	0.45	NA	0.8	0.14	0.27
1913	1.27	1.22	1.36	1.01	0.98	1.28	1.16	0.83	0.95	0.42	NA	0.77	0.12	0.33
1914	1.68	1.7	2.01	1.18	1.26	1.68	1.56	1.21	1.39	0.43	NA	0.92	0.14	0.35
1915	1.05	1.12	1.84	0.88	1.22	0.89	1.09	0.77	0.7	0.35	1.06	0.65	0.08	0.27
1916	1.73	2.01	1.98	1.17	1.82	1.28	1.52	1.13	1.47	0.55	1.52	0.96	0.11	0.47
1917	0.98	1.23	1.34	0.82	0.9	0.59	1.15	0.66	0.66	0.48	1.18	0.58	0.08	0.26
1918	1.13	1.41	1.42	0.86	1.74	0.62	1.18	0.74	1.13	0.48	1.39	0.62	0.07	0.24
1919	1.04	1.47	1.2	0.89	1.49	0.7	1.41	0.5	1.3	0.7	1.45	1.24	0.12	0.33
1920	1.22	1.42	1.28	0.84	1.47	0.67	1.32	0.56	0.98	0.42	1.37	1.7	0.06	0.32
1921	1.93	1.94	1.35	0.76	1.96	0.72	2.29	0.8	1.91	0.41	1.7	1.36	0.11	0.36
1922	1.61	1.49	0.85	0.67	1.65	0.5	2.06	0.72	1.88	0.42	1.45	0.85	0.07	0.38
1923	1.69	1.62	0.93	0.61	1.78	0.61	2.22	0.75	2.6	0.38	2.12	1.19	0.12	0.38
1924	1.9	1.35	0.77	0.69	1.54	0.81	1.82	0.54	2.49	0.43	1.94	1.13	0.11	0.48
1925	1.71	1.29	0.65	0.46	1.44	0.84	2.16	0.53	3.06	0.28	2.14	1.5	0.09	0.39
1926	2.57	1.96	1.1	0.69	1.92	1.3	2.52	0.64	2.67	0.67	2.6	1.92	0.12	0.6
1927	1.64	1.68	0.98	0.67	1.07	0.79	2.18	0.49	2.71	0.37	1.78	1.15	0.08	0.27
1928	2.01	1.95	1.2	0.74	1.49	0.84	2.78	0.74	2.92	0.56	2.19	1.64	0.12	0.26
1929	1.71	1.73	1.06	0.43	1.55	0.72	2.2	0.52	2.28	0.33	1.82	1.25	0.09	0.29
1930	1.09	1.16	0.8	0.39	1.61	0.76	1.56	0.68	2.02	0.13	1.46	1	0.07	0.26
1931	1.87	1.7	0.94	0.72	2.14	1.05	2.19	0.88	2.37	0.29	1.67	1.31	0.13	0.38
1932	2.3	2.2	1.01	0.77	1.92	1.1	2.34	1.27	2.78	0.36	1.76	1.57	0.16	0.39
1933	1.82	1.82	1	0.71	2.04	1.04	1.95	1.12	2.34	0.39	1.73	1.54	0.1	0.61
1934	1.1	1.27	0.78	0.39	1.89	0.74	2	0.83	1.67	0.16	0.98	0.97	0.05	0.55
1935	1.47	1.75	1.15	0.74	2.13	1.04	2.38	1.02	2.38	0.56	1.75	0.78	0.15	1.71
1936	1.79	1.73	1.41	0.68	1.87	1.37	2.2	1.17	2.52	0.6	2.01	1.47	0.21	1.23
1937	1.69	1.32	1.54	0.81	1.99	1.13	2.36	0.87	2.55	1.29	2.48	2.65	0.43	1.37
1938	1.83	1.66	2.1	0.9	2.19	1.34	2.64	0.84	2.45	2.4	2.57	3.19	0.72	1.32
1939	1.83	1.46	2.47	0.99	2.35	1.23	3.21	1.12	3.24	2.08	2.67	3.78	1.17	1.67
1940	1.78	1.59	1.99	0.82	2.05	1.39	2.68	1.21	3.07	2.43	2.72	3.81	1.48	2.05
1941	1.44	1.56	2.02	0.92	2.13	1.46	2.48	1.27	2.52	1.92	2.93	3.71	1.52	2.06
1942	1.25	1.11	2	0.73	2.18	1.25	2.25	1.09	2.21	2.05	2.74	3.13	1.51	1.81
1943	1.73	1.17	2.26	0.86	1.99	1.59	2.94	1.17	2.47	2.05	2.77	3.64	1.57	1.97
1944	1	0.95	1.52	0.42	0.97	0.99	1.94	0.79	1.32	1.51	2.3	2.08	1.04	1.53
1945	1.38	1.26	1.44	0.56	1.09	1.37	2.22	0.88	1.48	1.49	2.14	2.16	1.06	1.87
1946	1.61	1.3	1.77	0.54	1.25	1.56	2.59	1.07	1.19	1.54	1.9	2.47	1.2	2.41
1947	1.45	1.28	1.44	0.54	1.58	1.49	2.37	0.94	0.93	1.48	2.05	2.42	1.34	2.74
1948	1.27	1.05	1.14	0.52	1.59	1.38	1.5	0.76	0.94	1.31	1.52	2.11	1.1	1.69
1949	0.87	0.62	0.91	0.37	1.13	1.64	1.26	0.74	0.76	1.42	1.73	2.03	0.99	1.87
1950	1.4	0.9	0.71	0.44	1.45	1.82	1.45	0.74	0.93	1.6	1.7	2.19	1.36	1.86
1951	1.77	0.94	0.8	0.35	1.38	1.68	1.72	1.16	1.24	1.86	2.24	2.15	1.51	1.39
1952	1.21	1.41	0.88	0.27	1.26	1.62	1.46	0.77	1.08	1.72	2.18	2.3	1.59	1.28
1953	1.92	1.44	1	0.29	1.51	1.62	1.74	1.38	1.43	1.9	1.87	2.2	1.38	1.09
1954	1.83	1.24	1.09	0.33	1.71	1.75	1.83	1.33	1.5	1.7	1.97	2.2	1.3	1.08
1955	2.06	1.29	1.06	0.37	2.02	1.67	1.61	1.34	1.32	1.65	2.12	2.12	0.87	1.11
1956	1.96	1.31	0.75	0.27	1.94	1.46	1.35	1.35	0.51	1.63	1.9	1.92	1.17	1.12
1957	1.76	1.41	0.93	0.23	1.76	1.33	1.38	1.52	1.15	1.59	1.93	2.34	1.47	1.31
1958	1.81	1.23	1.21	0.32	1.75	1.55	1.45	1.49	1.02	1.74	2.09	2.07	1.38	1.25
1959	1.58	1.19	1.14	0.28	2.47	1.82	1.51	1.36	1.65	1.64	2.3	2.5	1.77	1.69
1960	1.34	1.24	1.05	0.35	1.94	1.39	1.33	1.2	1.36	1.56	1.95	2.07	1.59	1.12
1961	1.78	1.3	0.82	0.44	1.89	1.99	1.63	1.35	1.66	2.01	2.36	2.49	1.7	1.35
1962	1.25	1.22	0.74	0.33	1.14	1.36	1.2	0.89	1.17	1.57	2.15	2.48	1.2	0.75
1963	0.98	2.01	0.76	0.17	1.4	1.13	1.06	0.94	1.18	1.57	2.04	2.15	1.38	1.01
1964	0.91	1.64	1.11	0.3	1.73	1.21	1.24	0.88	1.2	1.63	2.08	2.46	1.42	0.98
1965	1.24	1.71	1.2	0.36	1.42	1.53	1.12	0.82	1.45	1.79	2.18	2.18	1.71	1.12
1966	1.51	1.61	0.78	0.36	1.7	1.24	1.25	1.12	1.46	1.52	2.01	2.25	1.61	1.03
1967	1.24	1.46	0.82	0.3	1.54	1.37	1.2	1.03	1.7	1.58	1.93	2.56	1.5	0.76
1968	1.27	1.73	0.96	0.34	1.38	1.23	1.15	1.03	1.65	1.18	2.1	2.76	1.51	0.7
1969	1.54	1.85	0.86	0.36	1.69	1	1.18	0.82	1.96	0.91	1.89	3.2	1.36	0.75
1970	0.88	1.48	0.99	0.29	1.36	1.11	0.89	0.66	1.58	1.13	1.64	2.58	1.18	0.71
1971	0.97	1.38	0.92	0.24	1.23	1.13	1.08	0.58	2.07	1.09	1.24	2.71	1.44	0.73
1972	1.26	1.4	1.13	0.28	1.85	1.28	1.16	0.88	2.5	1.89	1.59	2.83	1.64	0.82
1973	0.78	1.31	1.02	0.22	1.24	1.11	0.9	0.78	2.23	1.63	1.61	2.39	1.31	0.77
1974	0.75	1.19	0.76	0.18	1.04	1.25	0.8	0.91	2.29	1.55	1.59	2.09	1.33	0.61
1975	0.84	1.26	0.73	0.24	1.24	1.16	0.83	1.35	2.39	1.82	1.63	1.93	1.3	0.94
1976	1.16	1.02	0.77	0.28	1.2	1.54	0.92	1.16	2.47	2.23	2.03	2.16	1.25	0.66
