# Zumbrunn - Felsberg unten - LADE - ITRDB CHE543
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41797
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41797.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che543-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che543.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che543.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Zumbrunn - Felsberg unten - LADE - ITRDB CHE543
#--------------------
# Investigators
#   Investigators: Zumbrunn, Christina; Rigling, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Zumbrunn C (2013) Klima-Wachstumsbeziehungen von Fichte, Föhre, Lärche und Tanne entlang von Höhengradienten im Kanton Graubünden. Master thesis, ETH Zürich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Felsberg unten
#   Location: Switzerland
#   Northernmost_Latitude: 46.8542542
#   Southernmost_Latitude: 46.8542542
#   Easternmost_Longitude: 9.483888
#   Westernmost_Longitude: 9.483888
#   Elevation_m: 720
#--------------------
# Data_Collection
#   Collection_Name: CHE543
#   First_Year: 1825
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FUL02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FUL23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FUL23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FUL02A_raw	FUL03A_raw	FUL04A_raw	FUL07A_raw	FUL10A_raw	FUL11A_raw	FUL12A_raw	FUL13A_raw	FUL16A_raw	FUL18A_raw	FUL20A_raw	FUL21A_raw	FUL23A_raw
1899	0.7	1.51	3.02	1.55	0.81	0.43	1.29	1.04	1.18	0.8	2.05	1.02	1.18
1900	0.83	1.73	2.41	1.26	0.96	0.46	1.38	1.37	0.96	0.78	1.76	0.95	1.13
1901	1.21	2.43	4.39	1.46	1.44	0.48	1.39	1.3	1.79	1.2	2.14	1.11	1.26
1902	1.44	3.17	3.7	1.55	1.13	0.43	1.18	1.33	1.83	1.4	1.86	1.34	1.3
1903	1.53	2.49	3.19	1.3	1.76	0.57	0.89	1.6	1.65	1.48	1.49	1.07	1.2
1904	1.39	2.46	3.01	1.26	1.78	0.93	1.21	1.41	1.89	1.5	1.64	1.23	1.35
1905	1.24	2.07	1.97	1.09	1.42	0.57	1.04	1.22	1.85	1.03	1.65	1.19	1.08
1906	1.04	1.71	1.4	0.96	1.29	0.35	0.77	1.05	1.34	0.68	0.64	0.76	0.92
1907	1.34	1.82	2.63	0.88	1.66	0.46	1.33	0.91	1.22	0.83	0.85	1.09	1.25
1908	1.11	1.71	2.84	0.98	2.06	0.56	1.07	0.99	1.49	0.85	1.13	1.42	1.32
1909	1.03	2.16	3.28	0.87	1.96	0.43	1.39	0.98	1.14	1.18	0.86	1.09	1.07
1910	0.91	2.78	3.61	0.8	2.04	0.34	1.61	1.11	0.86	0.76	1.08	1.07	1
1911	0.91	2.26	2.71	0.8	1.24	0.53	1.38	1.3	0.91	1.05	1.09	1.27	1.01
1912	0.72	1.33	1.97	0.53	1.09	0.37	1.4	1.23	0.85	0.91	0.79	0.8	1.04
1913	0.73	1.19	1.54	0.34	0.92	0.27	1.11	0.98	0.73	0.44	0.78	0.53	0.65
1914	1	2.09	2.38	0.76	1.21	0.41	1.17	1.19	1.33	0.82	1.38	0.79	1.17
1915	1.42	1.97	2.05	0.76	1.11	0.54	1.13	1.33	1.27	0.78	1.53	1.13	1.07
1916	1.38	2.04	3.15	0.98	1.05	0.5	1.3	1.86	1.29	0.97	1.93	1.36	1.49
1917	1.09	1.91	2.41	1.07	1.05	0.62	1.48	2.03	1.67	0.91	2.4	1.89	2.02
1918	1.3	1.28	2.98	0.76	0.98	0.55	1.04	1.26	1.28	0.91	1.45	1.37	1.05
1919	1.75	1.7	3.57	0.97	1.08	0.64	1.26	1.37	1.65	1.17	1.75	1.26	1.53
1920	1.11	1.51	3.31	1.03	1.1	0.71	1.19	1.52	1.72	1.04	1.28	1.89	1.83
1921	0.88	0.66	1.34	0.71	0.22	0.32	0.78	0.99	0.77	0.58	0.31	0.5	0.45
1922	0.79	1.23	1.45	0.96	0.64	0.53	1.12	0.95	0.93	0.67	0.76	1	0.65
1923	0.15	0.47	1.01	0.63	0.63	0.36	0.85	0.25	0.57	0.35	0.72	0.2	0.7
1924	0.52	1.2	1.35	0.84	0.26	0.33	0.47	0.87	0.36	0.32	0.99	0.69	0.89
1925	0.65	0.68	0.52	0.55	0.38	0.16	0.79	0.76	0.63	0.29	0.91	0.53	0.78
1926	1.13	1.14	1.81	0.94	0.61	0.33	1.57	1.91	0.62	0.94	0.92	0.71	1.24
1927	1.29	0.8	1.71	0.86	0.19	0.29	1.26	1.21	0.32	0.58	0.87	0.59	0.71
1928	1.79	0.71	1.47	1	2.8	0.25	1.47	1.47	0.72	0.5	1.05	0.78	0.91
1929	1.82	1.08	1.58	1.14	3.52	0.42	1.3	1.68	0.94	0.51	1.18	0.92	1.11
1930	1.42	0.7	0.67	0.68	1.74	0.17	1.08	1.33	0.63	0.37	0.51	0.45	0.51
1931	2.32	0.71	1.08	0.78	3.77	0.15	1.01	1.1	0.59	0.47	0.81	0.52	0.85
1932	2.46	1.19	1.37	0.94	4.91	0.17	1	1.27	0.64	0.48	0.92	0.67	1.07
1933	1.57	1.39	1.21	0.65	3.3	0.12	1.1	1.4	0.43	0.29	1.05	0.42	0.85
1934	1.36	0.87	0.99	0.71	2.02	0.14	1.43	1.52	0.76	0.51	0.97	0.49	0.72
1935	1.75	0.9	1.4	0.78	1.11	0.19	1.28	1.18	0.76	0.48	1.15	0.59	0.63
1936	0.87	0.93	1.12	0.64	1.32	0.23	1	0.88	0.5	0.31	0.56	0.47	0.79
1937	1.26	0.81	0.79	0.58	0.9	0.13	0.98	0.86	0.46	0.29	0.93	0.97	1.09
1938	1.46	0.85	1.4	0.64	0.98	0.23	1.12	0.92	0.65	0.49	1.26	0.93	0.75
1939	1.8	0.91	1.17	0.74	0.54	0.19	0.86	1.04	0.53	0.63	0.67	0.83	0.82
1940	2.53	1.17	1.97	1.22	1.11	0.42	1.31	1.35	0.96	1.21	1.43	1.44	1.55
1941	2.5	1.36	1.92	1.05	1.09	0.34	0.95	1.45	1.07	1.25	1.62	1.56	1.49
1942	1.72	1.2	1.78	0.59	0.88	0.26	0.93	1.26	1.44	1.26	1.04	1.65	0.92
1943	1.4	1.27	1.59	0.97	0.81	0.28	0.95	1.19	1.05	1.1	0.94	1.16	1.03
1944	1.52	1.14	1.54	0.79	1.19	0.3	0.84	1.11	1.13	0.92	0.76	0.84	0.77
1945	1.01	0.84	1.59	0.67	1.58	0.09	0.77	0.87	0.8	0.59	0.5	0.7	0.61
1946	1.93	0.94	1.37	0.83	1.32	0.13	1.03	1.3	1	0.97	0.81	0.94	1.02
1947	1.87	0.69	1.13	0.56	0.73	0.07	0.74	1.02	0.56	0.33	0.38	0.61	0.48
1948	1.24	0.46	0.64	0.35	0.29	0.04	0.65	0.55	0.46	0.26	0.45	0.45	0.54
1949	1.88	0.81	1.1	0.63	0.62	0.03	0.87	0.75	0.72	0.43	0.54	0.48	0.64
1950	2.63	0.86	1.23	0.52	1.15	0.11	0.79	0.77	0.79	0.45	0.39	0.42	0.58
1951	2.44	1.21	1.55	0.77	1.22	0.15	1	1.19	0.9	0.61	0.39	0.69	0.64
1952	2.07	1.12	1.47	0.62	1.05	0.09	0.95	1.26	0.76	0.65	0.44	0.84	0.57
1953	1.41	1.07	1.68	0.51	1.02	0.14	0.71	1.21	0.75	0.6	0.43	0.67	0.55
1954	0.77	0.8	1.2	0.72	0.77	0.17	0.54	0.71	0.53	0.38	0.42	0.72	0.58
1955	1.4	1.37	1.44	0.85	0.93	0.2	1.21	0.86	0.69	0.52	0.73	0.85	0.85
1956	1.86	1.04	1.55	0.68	0.68	0.22	1.04	1.19	0.87	0.76	0.68	0.97	0.68
1957	1.84	1.34	1.57	0.83	0.77	0.07	1.17	0.85	0.75	0.57	1.19	1.09	0.61
1958	2.45	1.65	2.65	1.31	1.12	0.41	1.41	1.88	1.45	1.03	2.8	2.28	0.88
1959	0.84	1.16	1.51	0.75	1.02	0.1	0.71	1.17	0.47	0.68	2.14	1.05	0.54
1960	0.86	0.94	1.28	0.65	0.88	0.32	0.97	1.37	1.08	0.85	0.85	1.27	0.44
1961	0.95	1.42	2.07	1.14	2.03	0.36	0.84	1.07	0.87	1.42	1.08	1.23	0.54
1962	1.16	1.2	1.8	0.95	1.41	0.31	0.86	1.34	1.23	1.32	0.6	1.39	0.72
1963	0.95	0.86	2.24	0.67	1.54	0.27	0.49	1.06	0.64	0.81	0.66	0.75	0.43
1964	0.98	0.96	2.58	0.58	1.82	0.25	0.66	0.89	0.65	0.79	0.52	0.82	0.34
1965	0.72	1.12	3.82	0.45	2.33	0.22	0.43	0.88	0.74	0.56	0.56	0.31	0.4
1966	1.09	1.62	5.76	0.85	2.31	0.46	0.62	1.09	0.82	0.8	0.87	0.7	0.42
1967	1.34	1.37	7.29	1	2.35	0.13	0.5	1.32	0.69	1.82	1.34	0.39	0.43
1968	1.99	1.77	7.02	1.75	3.1	0.4	0.58	1.08	1.8	2.44	1.93	0.74	0.66
1969	2.43	1.7	5.94	2.15	3.5	0.68	0.7	1.56	2.6	1.95	2.11	0.81	0.58
1970	1.16	0.71	3.83	0.86	1.03	0.89	0.58	1.01	2.02	1.78	1.18	0.47	0.5
1971	1.87	1.26	3.38	1.06	2.77	1.25	0.72	0.99	1.9	1.56	0.83	1	0.57
1972	1.42	0.94	1.81	0.42	2.22	1.36	0.17	1.13	1.36	0.78	0.39	0.18	0.25
1973	1.95	0.61	2.06	0.52	1.69	1.77	0.37	0.89	1.34	0.67	0.39	0.39	0.34
1974	1.59	0.76	2.17	0.62	1.45	1.66	0.3	0.81	1.08	0.45	0.44	0.3	0.2
1975	2.35	1.02	2.83	0.89	2.44	2.12	0.4	1.56	1.02	0.51	0.6	0.3	0.26
1976	1.3	0.51	1.22	0.21	1.73	2.29	0.45	0.72	0.87	0.45	0.23	0.25	0.3
1977	2.59	0.8	2.82	0.93	3.07	1.8	0.3	1.01	0.5	0.45	0.79	0.17	0.29
1978	3.67	1.57	3.06	0.99	3.27	1.88	0.37	1.23	0.67	0.76	1	0.29	0.52
1979	4.65	1.43	3.03	1.44	4.19	1.93	0.57	1.82	1.06	1.12	2.34	0.64	0.54
1980	4.12	2.15	3.29	1.59	2.94	1.76	0.43	1.16	0.69	1.4	2.02	0.26	0.82
