# Weber - BAR - QUPE - ITRDB CHE600
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41854
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41854.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che600-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che600.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che600.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Weber - BAR - QUPE - ITRDB CHE600
#--------------------
# Investigators
#   Investigators: Weber, Pascale; Lévesque, Mathieu; Walthert, Lorenz; Heiri, Caroline; Trotsiuk, Volodymyr; Sanders,Tanja
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lévesque, Mathieu; Lorenz Walthert; Pascale Weber
#   Published_Date_or_Year: 2016
#   Published_Title: Soil nutrients influence growth response of temperate tree species to drought
#   Journal_Name: Journal of Ecology
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/1365-2745.12519
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Weber, Pascale; Caroline Heiri; Mathieu Lévesque; Tanja Sanders; Volodymyr Trotsiuk; Lorenz Walthert
#   Published_Date_or_Year: 2015
#   Published_Title: Zuwachs und Klimasensitivität von Baumarten im Ökogramm der kollinen und submontanen Stufe
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3188/szf.2015.0380
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: BAR
#   Location: Switzerland
#   Northernmost_Latitude: 47.39321
#   Southernmost_Latitude: 47.39321
#   Easternmost_Longitude: 7.46779
#   Westernmost_Longitude: 7.46779
#   Elevation_m: 650
#--------------------
# Data_Collection
#   Collection_Name: CHE600
#   First_Year: 1825
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BAR01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR25a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR25a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR28a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR28a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAR30a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAR30a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BAR01a_raw	BAR04a_raw	BAR07a_raw	BAR09a_raw	BAR14b_raw	BAR15a_raw	BAR17a_raw	BAR25a_raw	BAR28a_raw	BAR30a_raw
1904	0.66	NA	1.3	0.56	0.66	0.53	0.53	0.71	0.48	0.34
1905	0.64	NA	0.83	0.49	0.45	0.42	0.35	0.39	0.39	0.36
1906	0.69	NA	0.46	0.33	0.35	0.33	0.27	0.29	0.33	0.18
1907	0.23	NA	0.41	0.43	0.24	0.23	0.4	0.38	0.36	0.23
1908	0.62	NA	0.61	0.43	0.45	0.24	0.47	0.4	0.27	0.18
1909	0.61	NA	0.56	0.39	0.33	0.32	0.4	0.5	0.3	0.2
1910	1.16	NA	0.8	0.6	0.69	0.63	0.51	0.56	0.78	0.25
1911	0.73	NA	0.64	0.33	0.46	0.36	0.41	0.54	0.58	0.27
1912	0.83	NA	0.87	0.68	0.45	0.73	0.4	0.54	0.61	0.23
1913	1.15	NA	1.06	0.51	0.58	0.65	0.43	0.43	0.46	0.27
1914	1.76	NA	1.02	0.52	0.53	0.88	0.46	0.63	0.74	0.37
1915	1.2	1.02	1.26	0.61	0.53	0.73	0.45	0.89	0.71	0.33
1916	1.59	1.28	1.31	0.52	0.65	0.73	0.3	1.3	0.78	0.28
1917	0.96	0.93	1.25	0.33	0.44	0.67	0.27	0.94	0.58	0.33
1918	0.79	0.48	0.76	0.31	0.43	0.82	0.3	0.85	0.38	0.19
1919	0.49	0.83	0.88	0.32	0.39	0.59	0.26	0.66	0.36	0.25
1920	0.61	1.14	0.9	0.35	0.57	0.68	0.26	0.77	0.4	0.21
1921	0.69	1.2	0.65	0.38	0.61	0.54	0.27	0.32	0.37	0.15
1922	0.83	1.29	0.89	0.31	0.49	0.43	0.26	0.55	0.37	0.21
1923	0.51	1.23	0.47	0.27	0.42	0.53	0.28	0.6	0.39	0.18
1924	0.87	1.72	1.05	0.56	0.74	0.61	0.55	0.65	0.63	0.39
1925	1.03	1.92	1.07	0.51	0.56	0.7	0.67	0.69	0.45	0.28
1926	1.2	1.74	1.04	0.59	0.55	0.72	0.64	0.77	0.54	0.29
1927	1.28	1.67	1.05	0.76	0.68	0.73	0.57	0.6	0.47	0.31
1928	0.89	1.26	0.65	0.69	0.53	0.73	0.5	0.48	0.46	0.21
1929	0.98	0.91	0.73	1.08	0.49	0.61	0.44	0.47	0.46	0.29
1930	0.88	1.1	0.86	0.63	0.65	0.76	0.54	0.6	0.41	0.54
1931	1.43	1.63	1.11	0.96	0.88	1.19	0.88	0.66	0.52	0.55
1932	1.36	1.85	1.36	0.97	0.87	1.39	1	0.93	0.51	0.6
1933	0.89	0.97	1.16	0.73	0.68	0.76	0.67	0.75	0.43	0.44
1934	0.55	0.74	0.98	0.34	0.41	0.54	0.36	0.43	0.27	0.29
1935	0.8	1.28	1.44	0.62	0.89	0.82	0.74	0.64	0.52	0.66
1936	0.82	1.3	1.04	0.37	1	0.75	0.53	0.63	0.39	0.57
1937	0.55	0.9	0.9	0.37	0.68	0.6	0.59	0.64	0.45	0.56
1938	0.61	1.07	0.62	0.42	0.52	0.69	0.56	0.32	0.36	0.61
1939	0.91	1.13	0.7	0.47	0.7	0.69	0.59	0.69	0.45	1.01
1940	0.89	1.11	0.65	0.37	0.48	0.72	0.56	0.68	0.58	0.69
1941	0.44	0.79	0.56	0.39	0.43	0.61	0.36	0.49	0.32	0.37
1942	0.57	0.51	0.36	0.34	0.32	0.43	0.37	0.47	0.34	0.4
1943	0.61	0.88	0.62	0.32	0.49	0.65	0.43	0.48	0.43	0.43
1944	0.44	1.09	0.66	0.25	0.48	0.56	0.43	0.42	0.34	0.4
1945	0.49	0.96	0.67	0.22	0.41	0.52	0.34	0.4	0.31	0.27
1946	0.69	1.65	0.99	0.29	0.69	0.84	0.58	0.55	0.5	0.49
1947	0.59	1.25	0.95	0.27	0.46	0.54	0.42	0.52	0.52	0.4
1948	0.55	1.04	0.91	0.25	0.59	0.52	0.34	0.56	0.45	0.56
1949	0.65	1.55	1.31	0.34	0.58	0.59	0.67	0.9	0.63	0.91
1950	0.47	1.44	1.16	0.3	0.51	0.57	0.4	0.77	0.5	0.9
1951	0.58	2.25	1.23	0.54	0.83	0.91	0.7	1.5	0.53	1.28
1952	0.64	1.37	1.04	0.33	0.46	0.57	0.39	0.98	0.5	0.64
1953	0.54	0.57	0.82	0.27	0.44	0.6	0.25	0.97	0.35	0.93
1954	0.6	1.2	1.07	0.43	0.52	0.6	0.45	0.85	0.5	0.49
1955	0.66	1.43	1.16	0.5	0.73	0.86	0.44	1.21	0.61	1.24
1956	0.68	0.67	1.12	0.53	0.47	0.55	0.42	1.07	0.39	0.59
1957	0.54	0.74	0.79	0.49	0.34	0.44	0.32	0.9	0.46	0.6
1958	0.75	1.1	0.92	0.69	0.47	0.65	0.4	0.98	0.62	0.69
1959	0.46	0.91	0.87	0.48	0.28	0.45	0.31	0.89	0.58	0.66
1960	0.34	0.89	0.74	0.4	0.3	0.38	0.33	0.65	0.37	0.56
1961	0.65	1.28	1.09	0.62	0.34	0.51	0.44	0.76	0.48	1.05
1962	0.44	0.98	0.93	0.39	0.32	0.54	0.37	0.41	0.53	0.57
1963	0.69	1.55	1.25	0.64	0.5	0.46	0.47	0.58	0.59	0.91
1964	0.73	1.36	1.16	0.76	0.48	0.67	0.54	0.81	0.52	0.74
1965	0.77	1.74	1.26	0.66	0.43	0.54	0.5	1.01	0.56	1.01
1966	0.51	1	1.12	0.53	0.35	0.5	0.37	0.8	0.55	0.63
1967	0.61	0.57	0.89	0.51	0.34	0.51	0.3	0.82	0.49	0.49
1968	0.81	0.93	0.89	0.85	0.43	0.6	0.48	0.92	0.8	0.8
1969	0.98	1.25	1.26	0.97	0.57	0.59	0.58	1.07	0.77	1.59
1970	0.97	1.04	1.08	0.54	0.34	0.46	0.5	0.68	0.6	0.94
1971	0.81	1.21	0.91	0.63	0.42	0.6	0.48	0.66	0.45	0.85
1972	0.72	0.96	1.11	0.65	0.37	0.6	0.39	0.53	0.55	0.73
1973	0.74	0.94	1.18	0.74	0.39	0.59	0.36	0.71	0.43	0.88
1974	0.8	0.77	0.83	0.52	0.36	0.51	0.22	0.38	0.3	0.54
1975	0.91	1.02	1.34	0.72	0.43	0.57	0.53	0.89	0.67	1.39
1976	0.64	0.73	0.94	0.34	0.28	0.48	0.45	0.57	0.49	0.64
1977	0.84	1.03	1.08	0.77	0.44	0.48	0.57	0.77	0.59	0.73
1978	0.65	0.62	0.81	0.78	0.37	0.55	0.5	0.69	0.53	0.59
1979	0.68	0.98	0.93	0.61	0.5	0.41	0.53	0.63	0.49	0.7
1980	0.73	0.95	1.26	0.89	0.42	0.51	0.54	0.76	0.45	1.02
1981	0.74	0.53	0.77	0.61	0.28	0.49	0.35	0.44	0.49	0.51
1982	0.69	1.3	1.48	0.9	0.48	0.74	0.73	0.85	0.66	1.1
1983	0.61	0.7	0.97	0.64	0.34	0.61	0.72	0.92	0.45	0.73
1984	0.48	0.77	0.98	0.73	0.23	0.5	0.48	0.62	0.37	0.58
1985	0.76	0.71	1.12	0.72	0.37	0.6	0.65	0.91	0.52	0.78
1986	0.47	0.69	0.8	0.67	0.35	0.52	0.59	0.8	0.4	0.69
1987	0.59	0.69	0.97	0.69	0.32	0.32	0.55	1.03	0.45	0.75
1988	0.63	0.77	1.1	1.03	0.5	0.44	0.68	1.05	0.49	1.1
1989	0.48	0.62	1.09	0.6	0.25	0.32	0.4	1.04	0.44	0.91
1990	0.51	0.69	1.24	0.56	0.74	0.47	0.58	1.28	0.61	1.54
1991	0.58	0.73	0.8	0.68	0.37	0.39	0.4	0.63	0.51	1.14
1992	0.61	0.76	0.9	0.66	0.55	0.58	0.67	0.6	0.5	1.38
1993	0.49	0.6	0.58	0.74	0.55	0.4	0.45	0.44	0.39	0.75
1994	0.72	0.79	0.97	1.2	0.92	0.45	0.67	0.78	0.48	0.92
1995	0.49	0.68	0.87	1.06	0.82	0.46	0.66	0.91	0.58	0.79
1996	0.42	0.62	0.93	0.84	0.63	0.37	0.64	0.65	0.45	0.49
1997	0.51	0.49	1.1	0.77	0.44	0.4	0.46	0.69	0.41	0.46
1998	0.43	0.61	0.89	0.93	0.61	0.42	0.4	0.69	0.38	0.52
1999	0.51	0.89	0.83	1.13	0.6	0.32	0.57	1.02	0.37	0.72
2000	0.44	0.55	0.84	1	0.59	0.37	0.4	0.69	0.31	0.42
2001	0.4	0.6	0.97	1.14	0.77	0.3	0.61	0.83	0.29	0.74
2002	0.38	0.59	0.81	0.83	0.61	0.3	0.49	0.47	0.24	0.35
2003	0.44	0.55	0.68	0.82	0.41	0.38	0.52	0.63	0.3	0.38
2004	0.33	0.64	0.84	0.68	0.47	0.36	0.45	0.67	0.32	0.36
2005	0.33	0.6	0.65	0.49	0.61	0.35	0.3	0.69	0.26	0.39
2006	0.54	0.56	0.78	0.82	1.08	0.43	0.58	0.68	0.45	0.79
