# Zumbrunn - Scharans unten - LADE - ITRDB CHE542
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41796
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41796.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che542-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che542.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che542.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-28
#--------------------
# Title
#   Study_Name: Zumbrunn - Scharans unten - LADE - ITRDB CHE542
#--------------------
# Investigators
#   Investigators: Zumbrunn, Christina; Rigling, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Zumbrunn C (2013) Klima-Wachstumsbeziehungen von Fichte, Föhre, Lärche und Tanne entlang von Höhengradienten im Kanton Graubünden. Master thesis, ETH Zürich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Scharans unten
#   Location: Switzerland
#   Northernmost_Latitude: 46.71506
#   Southernmost_Latitude: 46.71506
#   Easternmost_Longitude: 9.46791
#   Westernmost_Longitude: 9.46791
#   Elevation_m: 900
#--------------------
# Data_Collection
#   Collection_Name: CHE542
#   First_Year: 1864
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SUL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL27A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL27A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL28A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL28A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL29A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SUL30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SUL30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SUL03A_raw	SUL04A_raw	SUL06A_raw	SUL10A_raw	SUL11A_raw	SUL12A_raw	SUL16A_raw	SUL17A_raw	SUL18A_raw	SUL25A_raw	SUL26A_raw	SUL27A_raw	SUL28A_raw	SUL29A_raw	SUL30A_raw
1919	NA	2.65	1.64	4.77	1.85	NA	3.33	1.72	2.34	2.61	3.17	1.21	1.26	1.3	1.6
1920	3.58	2.81	1.66	5.53	1.68	NA	3.12	1.48	2.84	3.11	3.5	1.6	1.62	1.38	1.26
1921	3.08	2.46	1.31	4.15	1.63	NA	2.74	2.03	1.81	2.59	2.41	1.1	1.07	1.46	1.26
1922	3.26	2.37	1.44	3.9	1.32	NA	2.36	1.86	2.17	1.85	2.39	1.72	0.86	1.5	1.47
1923	1.42	2.25	1.57	1.07	1.24	NA	2.27	1.75	2.71	2.42	2.14	0.35	1.21	0.8	0.73
1924	2.8	3.16	2.01	4.1	1.74	NA	2.59	2.62	2.93	3.19	3.73	1.45	1.24	1.23	1.28
1925	2.31	2.33	1.96	3.58	1.56	NA	2.36	1.94	2.92	2.59	2.38	1.15	0.69	1	1.13
1926	3.46	2.98	2.69	4.6	1.91	NA	2.89	2.08	3.11	2.82	3.09	2.15	1.15	1.81	2.02
1927	3.35	2.79	2.47	4.07	1.86	NA	2.65	2.83	3.92	2.94	3.39	1.75	1.35	1.36	1.98
1928	3.04	2.76	2.66	4.09	1.33	NA	1.97	2.06	3.57	2.58	2.7	1.41	1.04	1.24	2.09
1929	3.01	2.05	2.64	4.78	1.35	NA	2.06	1.98	3.16	2.44	2.74	1.29	0.97	1.22	2.26
1930	2.41	1.56	1.99	3.03	1.05	NA	2.06	1.82	1.89	1.54	1.85	0.82	0.62	1.26	1.55
1931	2.9	1.9	1.85	3.28	1.04	NA	1.89	2.04	2.84	2.06	2.04	0.98	1.11	1.43	2.56
1932	4.17	1.89	2.73	4.07	1.02	NA	2.29	2.04	2.2	2.38	2.07	1.39	1.37	1.46	2.44
1933	2.58	1.66	1.73	3.91	1.07	NA	2.15	2.05	1.7	1	1.64	0.7	1.17	1.19	1.86
1934	2.39	1.51	2.3	3.73	1.13	NA	2.12	2.57	1.81	1.66	1.88	1.11	1.27	1.43	2.07
1935	2.37	1.28	1.6	3.15	1.01	NA	1.65	2.09	1.58	1.12	1.68	0.77	0.82	1.16	1.86
1936	2.16	1.33	1.41	3.67	1.05	2.22	1.28	1.91	1.73	0.97	1.83	1.21	0.91	1.05	1.75
1937	1.78	1.4	1.33	2.35	0.84	1.28	1.3	1.68	2.02	1	2.31	0.45	0.57	1.21	1.89
1938	2.54	2.25	2.35	3.24	1.21	2.17	1.58	2.03	2.6	1.88	3.28	1.04	0.92	1.72	1.84
1939	1.42	1.81	1.79	2.67	1.14	1.08	1.39	1.95	2.1	1.19	3.04	1.04	0.4	1.32	1.61
1940	2.57	2.66	1.95	3.63	1.55	1.65	1.83	2.47	3.1	1.82	3.49	1.79	0.55	1.43	2.09
1941	1.4	1.7	1.27	2.87	1.43	1.13	1.67	2.17	2.79	1.95	2.36	1.15	0.43	1.43	1.58
1942	2.12	1.2	1.29	3.52	1.12	1.98	1.16	1.24	3.19	1.37	1.32	1.15	0.28	1.86	1.78
1943	2.31	2.4	1.22	3.86	1.54	1.56	1.38	2.29	3.68	2.6	1.69	1.21	0.61	2.98	2.01
1944	2.39	2	1.6	2.38	1.38	1.74	1.06	1.88	3.05	1.71	1.19	0.96	0.42	2.64	1.57
1945	2.58	2.25	1.52	2.33	1.27	2.1	1.54	2.18	3.43	2.1	1.35	1.01	0.64	1.95	2.05
1946	4.08	2.3	1.49	2.43	1.6	2.98	1.22	2.02	3.79	2.11	1.97	1.33	0.78	1.94	2.56
1947	3.98	2.16	1.17	2.96	1.41	2.55	1.56	1.58	4.1	1.73	1.74	0.92	0.63	2.23	2.29
1948	3.07	1.44	1.25	1.77	0.91	1.88	1.39	1.47	2.84	1.65	1.21	0.61	0.58	1.75	1.97
1949	3.89	1.99	1.48	2.82	1.05	2.26	1.58	1.54	2.64	1.44	0.92	0.64	0.67	2.36	2.08
1950	2.89	1.74	1.23	1.83	0.87	1.96	1.12	1.28	2.1	1.12	1.23	0.66	0.53	2.65	1.98
1951	2.9	1.68	1.26	2.05	0.86	2.48	0.82	0.74	1.59	0.88	0.96	0.82	0.8	2.3	1.51
1952	3.44	1.35	1.21	3.03	0.9	2.53	1.09	0.98	2.09	1.02	1.23	0.61	0.54	2.43	1.88
1953	3.35	1.34	1.23	2.73	0.96	1.86	1.2	0.84	1.9	1.28	1.67	0.93	0.78	1.98	1.77
1954	1.8	1.36	1.11	2.46	1.31	2.3	1.6	1.25	1.75	1.21	1.45	0.94	0.61	1.72	1.55
1955	2.24	1.58	1.73	3.03	1.37	2.51	1.7	1.14	1.92	1.64	1.74	1.21	0.67	2.35	2.02
1956	2.39	1.25	1.44	2.44	1.44	2.64	1.46	1.28	1.86	1.88	1.82	1.12	0.58	2.38	1.83
1957	1.98	1.03	1.36	2.26	1.22	2.21	1.23	0.71	1.86	1.38	1.82	0.81	0.53	2.11	1.51
1958	2.47	1.31	1.58	2.63	1.31	3.62	1.73	1.4	1.92	1.67	2.38	1.11	0.7	3.4	1.97
1959	1.19	0.56	1.04	1.01	0.85	0.71	1.42	1.04	1.11	1.02	1.6	0.47	0.57	2.17	1.52
1960	1.62	0.97	1.12	1.52	0.88	2.07	2.15	1.01	1.06	1.05	1.54	0.79	0.76	2.29	1.9
1961	1.19	0.85	0.96	1.55	0.7	2.04	1.65	0.63	1.62	1.17	1.48	0.74	0.73	1.47	1.6
1962	1.84	0.85	1.04	1.69	0.77	2.13	1.09	0.9	0.78	1.33	1.57	0.89	0.5	1.88	1.46
1963	3.28	1.03	1.11	1.57	0.73	2.26	1.27	0.54	0.95	1.32	1.33	0.85	0.66	1.22	1.54
1964	2.83	1.33	0.91	1.48	0.66	1.97	1.19	0.94	1	1.15	1.38	0.86	0.68	1.42	1.34
1965	2.36	1.12	1.1	1.61	0.65	2.33	1.19	1.06	0.95	1.02	1.29	0.83	0.65	1.67	1.55
1966	4.28	1.55	1.32	2.2	0.99	2.44	1.71	1.54	1.57	1.27	1.66	0.96	0.72	1.88	1.73
1967	4.41	1.38	1.2	2.05	0.84	2.16	1.64	1.53	1.71	1.15	1.77	1.09	0.83	2.04	1.72
1968	4.46	1.77	1.39	1.92	0.89	2.64	1.48	1.52	1.26	0.74	1.56	1.08	0.85	1.84	1.78
1969	4.64	2.02	1.42	2.4	0.94	3.09	1.43	2.29	1.65	1.01	1.8	1.03	0.77	1.93	1.62
1970	3.68	1.13	1.03	1.52	0.75	2.7	1.22	1.75	0.95	0.78	1.4	1.09	0.75	1.44	1.29
1971	4.77	1.18	1.31	1.7	0.84	3.05	1.07	1.03	0.89	0.76	1.12	0.82	0.66	1.49	1.38
1972	4.54	0.91	0.99	1.85	0.65	2.15	1.07	0.79	0.5	0.48	0.94	0.65	0.5	1.48	1.32
1973	4.49	0.66	1.1	2.45	0.71	1.88	1.11	1.03	0.59	0.52	0.89	0.64	0.44	1.49	1.2
1974	4.1	0.65	1.3	1.67	0.84	1.78	0.99	0.65	1.17	0.64	0.91	0.81	0.53	1.46	1.31
1975	3.72	0.95	1.63	2.59	1.11	2.1	1.11	1.13	1.5	0.94	1.29	1.11	0.71	1.16	1.27
1976	2.19	1.01	1.65	1.95	0.88	1.11	1.01	0.82	1.08	0.78	1.15	0.66	0.69	1.19	1.39
1977	2.32	1.05	2.4	2.08	0.95	2.01	0.99	0.78	1.38	1.37	1.09	0.95	0.6	1.13	1.56
1978	3.46	1.65	2.94	2.75	1.21	2.8	1.2	1.22	1.53	1.57	1.49	1.13	0.61	1.5	1.78
1979	2.44	1.52	2.67	2.48	1.19	2.17	1.29	1.54	1.41	2.1	1.17	1.19	0.75	1.98	1.82
1980	2.74	1.6	2.97	2.22	1.65	2.35	1.45	1.39	2	1.92	1.28	1.22	1.02	1.71	1.89
1981	3.37	1.96	2.59	2.39	1.39	2.01	1.68	1.55	1.97	2.18	1.56	1.64	1.26	1.65	1.55
1982	2.67	1.15	2.48	1.55	1.13	1.71	1.46	0.95	1.44	0.62	1.01	1.47	0.7	0.77	1.1
1983	2.54	1.37	1.86	2.36	1.11	1.72	1.57	1.19	1.42	1.56	1.28	1.38	0.6	1.09	1.36
1984	2.64	1.12	1.4	1.59	0.88	1.74	1.27	0.63	0.71	1.11	0.89	1.19	0.55	1.08	1
1985	5.16	1.65	2.37	1.92	0.92	3.27	1.49	0.96	1.28	1.1	0.93	1.29	0.6	0.94	1.18
1986	7.11	1.32	1.5	2.83	1.34	3.22	1.43	0.92	1.12	1.19	1.35	1.39	0.66	1.42	1.35
1987	7.15	1.5	2.16	3.14	1.46	2.8	1.81	0.54	1.57	1.34	0.89	0.97	0.59	1.33	1.56
1988	9.29	1.23	1.69	3.47	1.56	2.23	1.93	0.48	1.21	1	1.03	1.38	0.64	1.87	1.59
1989	7.41	0.75	1.12	2.41	1.39	1.57	1.36	0.15	0.79	1.06	0.73	1.02	0.56	1.73	1.3
1990	4.79	1.02	1.16	1.93	1.23	1.28	1.47	0.41	0.81	0.74	0.86	0.98	0.63	1.41	1.44
1991	3.34	0.99	0.87	1.48	0.79	0.74	1.26	0.22	0.59	1.02	0.9	0.97	0.57	1.49	1.07
1992	1.99	0.19	0.64	0.35	0.51	0.58	0.82	0.36	0.42	0.6	0.8	1.6	0.32	0.7	1.02
