# Scherrer - Sot Plan dal Piz, Engiadina Bassa - ABAL - ITRDB CHE480
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41292
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41292.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che480-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che480.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che480.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Scherrer - Sot Plan dal Piz, Engiadina Bassa - ABAL - ITRDB CHE480
#--------------------
# Investigators
#   Investigators: Scherrer, Judith; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Scherrer J. 2024. Das Potenzial der Weisstanne im Unterengadin. Master’s thesis. ETH Zurich, Zurich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Sot Plan dal Piz, Engiadina Bassa
#   Location: Switzerland
#   Northernmost_Latitude: 46.80535191
#   Southernmost_Latitude: 46.80535191
#   Easternmost_Longitude: 10.34429098
#   Westernmost_Longitude: 10.34429098
#   Elevation_m: 1150
#--------------------
# Data_Collection
#   Collection_Name: CHE480
#   First_Year: 1902
#   Last_Year: 2023
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PL01T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL01T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL02T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL02T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL03T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL03T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL04T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL04T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL05T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL05T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL06T_02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL06T_02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL07T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL07T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL08T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL08T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL09T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL09T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL10T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL10T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL11T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL11T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL12T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL12T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL13T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL13T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL14T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL14T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL15T_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL15T_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PL01T_01_raw	PL02T_01_raw	PL03T_01_raw	PL04T_01_raw	PL05T_01_raw	PL06T_02_raw	PL07T_01_raw	PL08T_01_raw	PL09T_01_raw	PL10T_01_raw	PL11T_01_raw	PL12T_01_raw	PL13T_01_raw	PL14T_01_raw	PL15T_01_raw
1956	2.82	1.59	0.9	1.12	2.59	2.4	1.58	1.06	0.99	0.54	1.2	2	0.53	1.54	0.9
1957	2.88	1.37	1.79	1.19	2.79	2.57	1.72	1.39	1.19	0.67	1.22	1.96	0.65	1.67	1.16
1958	3.25	1.9	1.72	1.55	2.55	2.49	1.99	1.19	1.06	0.47	1.23	2.03	0.61	1.82	1.06
1959	2.77	1.55	1.3	1.31	3.66	1.85	1.51	1.03	1.1	0.37	0.69	1.68	0.85	1.5	1.13
1960	2.39	1.29	1.32	1.2	3.19	1.81	1.2	1.18	1.04	0.32	0.78	1.46	0.79	1.25	1
1961	2.65	1.69	1.72	1.46	3.29	2.36	1.86	1.46	1.39	0.38	1.21	1.83	0.74	1.75	1.18
1962	1.74	1.57	1.44	1.31	2.63	1.51	1.28	0.91	1.02	0.27	0.8	2.14	0.63	1.74	1.08
1963	1.74	1.54	1.08	0.84	2.39	1.5	1.71	1.01	0.56	0.34	0.95	1.81	0.38	1.58	1.07
1964	1.64	1.76	1.27	1.13	2.52	1.6	1.24	1.04	0.63	0.29	0.81	2.03	0.34	1.25	0.9
1965	1.71	2.48	1.97	1.51	2.49	1.68	1.1	1.28	0.73	0.49	1.13	2.49	0.43	1.29	0.97
1966	1.76	2.16	1.63	1.38	2.12	1.5	0.93	0.91	0.66	0.4	1.01	2.75	0.34	0.92	0.84
1967	1.81	2.29	2.17	1.43	2.59	1.67	0.94	1.56	1.18	0.77	1.15	3.43	0.81	1.26	1.09
1968	1.79	1.75	1.94	1.71	2.23	1.48	1.33	1.37	1.38	1.16	1.43	4.15	1.25	1.53	1.57
1969	2.04	1.65	2.52	2.24	2.39	2.3	2.5	1.99	2.15	2.17	1.72	4.41	2.31	2.04	1.88
1970	1.43	1.79	1.89	1.84	2.28	1.5	2.25	2.4	2.21	2.25	1.73	4.49	2.51	1.29	2.01
1971	1.22	1.7	2.38	2.1	2.58	1.82	2.53	2.73	2.97	2.67	2.26	4.48	2.86	1.42	2.6
1972	1.41	2.48	2.5	2.26	3	1.68	2.85	3.54	3.21	2.08	2.3	4.02	2.77	1.23	2.5
1973	1.13	2.07	2.45	2.05	2.54	1.53	2.48	2.64	2.65	1.68	2.08	3.56	2.1	1.12	2.42
1974	1.33	2.16	2.55	2	2.78	1.62	2.37	2.64	3.12	2.06	2.15	3.64	1.69	1.12	2.34
1975	1.25	1.91	2.31	1.67	2.64	1.39	2.76	2.11	2.23	2.01	2.15	3.35	1.98	1.25	1.44
1976	1.2	1.71	1.86	1.47	2.45	1.15	3.44	1.8	2.05	1.53	1.63	2.83	1.94	1.37	1.66
1977	1.33	2.08	2.38	2	3.3	1.66	2.67	2.45	2.14	1.32	2.03	3.15	2.24	1.63	1.65
1978	1.35	2.09	2.46	1.96	2.84	1.56	1.91	2.15	1.77	1.36	1.98	2.82	1.72	1.6	1.6
1979	1.08	2.08	2.37	1.54	2.48	1.55	1.38	1.59	1.36	1.4	1.8	1.65	1.77	1.41	1.25
1980	0.99	1.9	2.48	1.41	2.79	1.8	1.09	1.66	1.3	1.55	1.79	1.16	1.82	1.61	1.67
1981	1.09	1.21	1.99	0.96	2.22	1.24	0.77	1.23	0.84	1.27	1.53	1	1.64	1.39	0.96
1982	0.99	1.53	2.13	1.31	2.71	1.59	0.88	1.49	1.06	1.61	1.92	1.43	1.65	1.6	1.66
1983	1.75	1.83	2.63	1.49	2.99	2.16	1.1	1.67	1.26	1.91	2.1	2.43	2.75	2.97	1.97
1984	1.49	2.12	1.87	1.24	2.89	1.73	1.13	1.28	1.24	2.06	1.24	2.76	3.48	2.67	1.53
1985	1.52	2.15	2.97	1.32	3.26	2.35	1.44	1.72	1.28	2.01	2.28	3.4	3.32	2.41	1.48
1986	0.95	1.18	1.55	0.64	1.75	1.62	0.83	1.17	0.71	1.55	1.54	3.19	3.17	2.05	0.69
1987	0.96	1.39	2.21	1	2.69	2.2	1.1	1.55	0.94	1.85	2.09	3.58	3.45	2.46	1
1988	0.81	1.35	2.13	0.98	2.55	2.47	0.85	1.43	0.8	1.81	1.69	4.02	3.23	2.8	0.82
1989	0.85	1.59	2.14	1.22	3.04	2.59	1	1.72	0.92	2.28	1.51	4.19	3.29	3.26	1.24
1990	0.99	1.93	2.22	1.15	2.6	2.3	1	1.6	0.83	2.11	1.33	3.72	3.4	3.05	1.2
1991	0.54	1.78	1.9	1.3	2.48	2.15	0.98	1.52	0.83	1.92	1.13	3.14	3.43	3.37	1.01
1992	0.57	1.2	1.4	1.21	2.3	1.81	0.72	1.17	0.56	1.45	0.87	2.7	2.83	2.77	0.94
1993	0.76	1.1	1.42	1.4	2.28	1.8	0.9	1.05	0.72	1.55	1.02	2.68	2.49	2.92	1.2
1994	0.93	1.22	1.91	1.48	2.84	2.57	1.13	1.31	0.94	1.71	1.26	2.56	3.35	3.83	1.53
1995	0.89	1.11	1.35	1.54	3.5	3.61	1.37	1.04	1.01	2.16	1.82	2.64	2.81	3.65	1.82
1996	0.79	0.87	0.88	0.79	2.9	3.17	1.4	0.82	0.92	2.44	1.43	2.86	2.01	2.92	1.01
1997	1.43	1.48	1.96	1.35	4.03	3.82	1.82	1.29	1.3	3.06	1.89	3.16	2.63	3.16	1.93
1998	1.31	1.86	1.84	1.42	4.18	3.43	1.61	1.01	1.05	3.39	1.61	2.97	2.92	2.76	1.35
1999	1.95	2.43	1.82	1.51	4.41	3.61	1.71	1.07	1.01	3.33	1.51	3.18	2.05	2.91	1.38
2000	1.72	1.59	1.57	1.28	3.97	2.78	1.66	0.93	0.97	2.87	1.15	2.98	2.03	2.52	0.89
2001	1.99	1.63	2.13	1.86	4.42	2.87	1.99	1.38	1.2	3.82	1.36	3.58	2.56	3.08	1.17
2002	1.67	1.04	1.99	1.38	4.48	2.56	1.81	1.18	1.17	3.14	1.42	3.14	2.44	2.84	1.49
2003	1.36	0.89	1.7	1.15	3.4	1.86	1.64	1.21	1.12	3	1.81	3.37	2.04	2.6	1.36
2004	1.59	0.81	1.47	1.13	3.46	1.44	1.42	0.93	0.85	2.58	1.76	3.16	1.98	2.67	1.18
2005	1.28	0.42	0.97	0.6	2.02	0.72	0.77	0.5	0.6	1.85	0.82	2.38	1.81	1.84	0.73
2006	1.35	0.78	1.73	1.05	3.48	1.29	1.45	0.91	0.89	2.48	1.23	2.36	1.6	2.25	0.97
2007	1.34	0.61	1.02	0.76	3.33	1.04	0.71	0.52	0.52	2.76	0.88	2.72	1.79	1.83	0.56
2008	1.58	1	1.81	1.3	4.08	1.28	1.11	1.07	1.18	3.04	1.92	2.99	1.97	2.03	0.91
2009	1.57	0.92	1.48	1.15	3.84	1.05	0.88	0.75	0.92	3.04	2.28	3	1.76	2.03	0.84
2010	1.17	0.93	1.32	0.93	3.15	0.86	0.71	0.78	0.92	2.22	1.82	2.64	1.53	1.45	0.68
2011	1.72	1.17	1.5	1.27	3.48	1.11	0.85	1.08	1.1	2.96	2.19	2.85	1.58	1.97	0.94
2012	1.7	1.21	0.9	1.79	4.65	0.95	0.97	1.06	1.24	2.17	2.01	2.41	1.87	1.92	1.18
2013	1.51	1.68	0.45	1.57	3.71	0.83	0.76	0.93	1.32	2.11	2.08	2.3	1.59	1.75	1.87
2014	2.19	2.24	0.37	1.64	4.38	0.91	0.99	0.99	1.96	2.28	3.21	2.28	1.87	1.75	2.15
2015	3.85	2.95	0.64	1.72	4.86	1.42	1.26	1.5	3.04	2.56	3.08	2.45	2.28	1.91	1.95
2016	3.98	4.05	0.63	2.32	5.36	1.91	1.3	1.63	3.28	2.51	2.83	2.9	2.09	2.51	2.04
2017	3.47	2.72	0.53	2.35	4.42	1.41	0.82	1.32	2.43	2.24	1.35	2.44	1.83	1.82	1.47
2018	2.91	1.69	0.51	2.18	3.37	1.3	0.8	1.07	1.82	2.04	1.24	2.12	2.03	1.94	1.25
2019	2.71	2.61	0.51	2.25	3.4	0.99	0.7	1.02	1.91	1.8	1.15	1.84	2.07	1.72	1.23
2020	2.67	2.46	0.52	2.75	3.34	1.09	0.69	1	2.2	2.04	1.28	2.01	1.76	2.06	1.1
2021	2.03	2.85	0.81	2.82	3.66	0.95	0.72	1.32	2.29	3.41	1.54	2.16	1.81	2.26	1.28
2022	1.76	1.78	0.52	1.68	2.17	0.8	0.48	0.91	1.45	2.83	1	1.57	1.2	1.79	0.87
2023	1.64	2.07	0.62	1.75	2.85	0.78	0.56	1.17	1.58	3.66	1.41	1.62	1.27	1.89	0.97
