# Scherrer - Sot Plan dal Piz, Engiadina Bassa - PCAB - ITRDB CHE479
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41291
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41291.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che479-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che479.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che479.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Scherrer - Sot Plan dal Piz, Engiadina Bassa - PCAB - ITRDB CHE479
#--------------------
# Investigators
#   Investigators: Scherrer, Judith; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Scherrer J. 2024. Das Potenzial der Weisstanne im Unterengadin. Master’s thesis. ETH Zurich, Zurich.
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Sot Plan dal Piz, Engiadina Bassa
#   Location: Switzerland
#   Northernmost_Latitude: 46.80535191
#   Southernmost_Latitude: 46.80535191
#   Easternmost_Longitude: 10.34429098
#   Westernmost_Longitude: 10.34429098
#   Elevation_m: 1150
#--------------------
# Data_Collection
#   Collection_Name: CHE479
#   First_Year: 1860
#   Last_Year: 2023
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PL01F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL01F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL02F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL02F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL03F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL03F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL04F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL04F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL05F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL05F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL07F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL07F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL08F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL08F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL09F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL09F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL11F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL11F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL12F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL12F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL13F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL13F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL14F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL14F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL15F_01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL15F_01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PL01F_01_raw	PL02F_01_raw	PL03F_01_raw	PL04F_01_raw	PL05F_01_raw	PL07F_01_raw	PL08F_01_raw	PL09F_01_raw	PL11F_01_raw	PL12F_01_raw	PL13F_01_raw	PL14F_01_raw	PL15F_01_raw
1928	1.89	NA	NA	1.36	NA	NA	NA	1.07	1.49	NA	NA	0.55	0.81
1929	2.14	NA	NA	1.35	NA	NA	NA	1.2	1.35	NA	NA	0.5	1.3
1930	1.9	NA	NA	1.45	NA	NA	NA	1.06	1.38	NA	NA	0.42	1.42
1931	2.12	NA	NA	1.72	2.02	NA	NA	1.01	1.4	NA	NA	0.55	1.42
1932	2.17	3.64	NA	1.59	2.18	NA	2.39	0.97	2.22	NA	NA	0.6	1.59
1933	2.31	3.38	NA	1.34	1.72	1.54	1.78	0.9	1.83	NA	NA	0.56	1.33
1934	2.56	3.48	NA	1.42	2.07	1.45	1.59	0.74	1.71	NA	NA	0.58	1.12
1935	2.44	2.35	NA	1.14	1.49	1.46	1.26	0.63	1.42	NA	NA	0.41	0.96
1936	2.05	2.81	NA	1.19	1.64	1.46	1.13	0.78	1.76	NA	NA	0.56	0.97
1937	2.35	2.76	NA	1.16	1.68	1.27	1	0.65	1.35	NA	NA	0.43	0.75
1938	2.47	2.96	NA	1.5	2.16	1.38	1.1	0.55	1.86	NA	NA	0.45	0.67
1939	2.93	2.96	NA	1.9	2.28	1.3	0.99	0.51	1.52	NA	NA	0.41	0.62
1940	2.78	3.51	NA	1.92	2.01	1.7	1.35	0.59	1.71	NA	NA	0.49	0.81
1941	2.15	2.71	NA	1.25	1.5	1.3	1.24	0.57	1.31	NA	NA	0.46	0.76
1942	2.08	2.81	NA	1.25	1.68	1.42	1.06	0.6	1.44	NA	NA	0.54	0.81
1943	2.94	2.72	2.2	2.09	2.22	1.89	1.44	0.69	1.76	NA	NA	0.6	1.21
1944	1.81	1.98	1.95	1.43	1.93	1.61	1.3	0.72	0.94	NA	NA	0.44	1.06
1945	1.62	2.03	1.82	1.2	1.73	1.39	1.33	0.66	0.9	NA	NA	0.35	0.93
1946	2.07	2.7	2.55	2.03	1.87	1.98	1.41	0.76	1.16	NA	NA	0.33	1.08
1947	2.15	3.22	2.85	1.91	2.4	2.07	1.09	0.75	1.13	NA	NA	0.34	1
1948	1.71	2.61	2.64	1.66	1.79	1.81	1.25	0.57	1.09	NA	NA	0.67	0.88
1949	1.05	1.83	3.07	0.92	1.79	1.23	1.24	0.54	1.05	NA	NA	1.4	1.24
1950	1.29	2.35	3.32	1.28	2.15	1.89	1.03	0.45	1.39	NA	NA	1.96	1.53
1951	0.98	2.72	3.43	1.65	2.63	1.79	0.83	0.52	1.03	2.18	NA	2.86	1.91
1952	1.06	2.39	2.92	1.42	2.18	1.65	1.06	0.65	1.13	1.89	NA	2.45	1.73
1953	1.17	3.18	3.38	1.1	1.56	1.8	1.28	0.95	1.58	2.72	NA	2.34	1.76
1954	1.31	2.59	2.44	1.21	1.65	1.5	1.06	0.74	1.23	1.91	NA	1.63	1.13
1955	1.49	3.82	3.03	1.47	2.12	1.78	1.34	0.86	1.36	2.56	1.23	2.19	1.09
1956	1.9	3.58	3.08	1.53	2.57	1.55	1.39	0.79	1.69	2.01	1.59	2.19	0.95
1957	2.01	3.36	3	1.43	2.57	1.53	1.28	0.71	1.51	1.87	1.53	2.25	0.86
1958	2.28	3.24	3.7	2.08	2.76	1.67	1.72	0.83	1.75	3.13	1.62	2	0.79
1959	1.85	2.32	2.9	1.93	2.31	1.81	1.55	0.67	1.43	2.46	1.58	1.32	0.73
1960	1.59	2.63	2.79	1.79	2.25	1.94	1.58	0.69	1.77	1.64	1.64	1.59	0.89
1961	1.61	2.94	2.48	2.48	2.85	1.8	1.62	0.8	1.8	2.31	1.48	1.74	0.73
1962	1.33	1.94	2.64	1.57	2.29	1.74	1.39	0.7	1.13	2.69	1.97	1.55	0.9
1963	1.4	2.43	3.45	1.68	2.45	2.02	1.5	0.78	1.58	2.69	1.89	1.88	1.41
1964	1.41	2.23	3.04	1.57	2.65	2.02	1.71	0.76	1.23	3.22	2	1.65	1.39
1965	2.31	2.67	3.12	2.06	2.32	1.92	1.76	0.91	1.38	2.54	1.87	0.8	1.04
1966	2.46	2.35	2.97	2	2.41	1.68	1.66	0.82	1.35	3.15	2.06	0.69	1.12
1967	2.65	2.37	2.23	2.28	2.55	1.72	1.73	0.78	1.52	3.14	2.25	1.03	1.32
1968	2.42	2.69	3.41	2.62	3.09	1.93	2.37	0.66	2.07	4.58	2.77	2.72	1.86
1969	2.86	3.71	3.16	3.56	4.16	3.22	3.48	1.34	2.35	4.83	2.89	3.95	2.19
1970	1.65	1.83	2.89	2.62	2.84	3.16	3.7	1.87	1.71	3.36	2.46	3.03	1.85
1971	1.83	2.1	3.97	2.27	3.69	3.68	4.37	2.38	2.69	4.18	2.79	3.96	2.25
1972	2.4	1.55	4.24	2.65	4.07	3.81	4.16	2.11	2.73	3.67	2.62	3.66	2.03
1973	1.89	2	3.02	1.58	2.69	3.53	3.38	1.77	1.91	3.98	2.13	2.75	1.93
1974	1.75	1.81	3.01	1.42	2.74	3.44	2.89	2.41	1.96	4.66	2.39	3.11	1.9
1975	2.01	1.2	3.33	1.63	3.19	3.02	2.54	3.01	1.61	4.16	2.54	3.79	2.4
1976	1.42	1.05	2.97	1.11	2.58	2.3	1.71	2.42	0.76	2.99	2.49	3.13	2.01
1977	2.13	1.72	3.47	1.45	3.68	2.69	2.09	3.15	1.33	2.6	2.6	2.2	2.29
1978	2.18	1.79	3.22	1.98	3.39	2.84	2.15	3.01	1.18	2.65	2.34	2.57	1.76
1979	1.75	1.65	2.76	1.44	2.63	2.28	2.04	2.45	0.91	2.41	2.16	2.48	1.76
1980	2.04	2.04	2.9	1.85	2.64	2.49	1.83	2.64	1.19	2.85	2.3	2.06	1.54
1981	1.87	2.33	3.06	1.59	2.88	2.63	1.92	2.26	1.1	2.95	2.15	2.38	1.88
1982	2.01	2.19	3.27	1.73	3.82	1.53	1.66	2.28	1.15	3.37	2.2	2.11	1.77
1983	2.1	2.31	3.73	1.78	3.72	2.05	2.23	2.25	1.18	3.77	2.89	2.33	1.71
1984	1.38	1.77	3.29	1.28	2.93	1.77	2.34	1.93	0.71	4.1	3.63	2.3	1.76
1985	1.62	1.94	3.69	1.47	3.64	2.28	2.85	2.18	0.87	5.13	4.48	2.27	1.88
1986	1.31	1.33	3.31	1.98	2.56	1.36	2.72	2.34	0.92	4.53	4.33	2.88	1.38
1987	1.42	2.03	4.16	2.56	2.71	1.66	2.73	2.78	1.1	3.56	4.1	2.5	2.07
1988	1.58	1.62	4.18	2.26	2.8	2.01	3.03	3.13	1.46	3.63	4.25	2.45	1.82
1989	1.52	2.02	4.6	2.16	3.07	2.56	2.85	3.37	1.71	4.12	4.38	2.95	2.24
1990	1.71	1.56	4.2	2.32	2.98	2.12	2.87	3.12	1.45	3.61	3.11	2.5	1.67
1991	1.75	1.02	4.24	2.32	2.72	2.19	2.42	2.65	1.58	3.36	2.92	2.51	1.75
1992	1.4	0.88	2.65	1.27	2.6	1.73	1.82	2.12	1.19	3.21	2.6	1.55	1.42
1993	1.96	1.38	3.46	1.69	2.99	2.31	2.55	2.82	1.46	3.64	2.15	1.92	1.52
1994	1.69	1.02	2.93	1.31	3.07	1.92	1.96	2.26	1.27	3.32	2	1.94	1.77
1995	1.32	1.08	3.38	1.21	3.15	2.02	2.34	2.15	1.55	3.43	2.28	1.89	1.94
1996	1.46	0.89	3.32	1.1	3.68	1.78	2.58	1.89	1.05	2.83	2.03	1.76	1.98
1997	2.08	1.59	3.38	1.41	4.76	2.58	3.5	2.35	1.93	3.75	2.55	1.93	2.57
1998	2	1.81	4.05	1.4	4.58	2.3	3.87	2.86	1.6	3.77	2.69	2.16	2.74
1999	1.85	1.82	3.4	1.54	5.02	2.12	3.25	2.87	1.48	3.4	3.04	1.67	2.74
2000	1.55	1.55	2.73	1.31	3.53	1.54	2.68	2.48	1.09	2.47	2.13	1.82	2.18
2001	1.95	1.96	2.83	1.67	3.1	2.12	3.82	3.6	1.47	3.11	2.73	1.76	3.01
2002	1.85	1.84	3.39	1.8	3.32	2.11	3.98	3.1	1.05	2.63	2.29	1.88	2.35
2003	1.28	1.53	1.63	1.17	2.72	1.53	2.74	1.45	0.97	1.88	2.07	1.47	1.92
2004	1.16	1.11	2.66	1.42	2.35	1.47	2.43	1.73	0.55	1.79	1.97	1.6	1.64
2005	0.75	0.71	2.33	1.04	1.66	0.68	1.22	0.95	0.26	1.13	1.17	1.24	1.08
2006	0.87	0.78	1.63	1.13	2.02	0.74	1.3	1.09	0.64	1.39	1.23	1.02	1.36
2007	1.08	1.09	2.36	1.33	2.3	0.66	1.97	1.8	0.47	2.14	1.25	1.27	1.31
2008	1.56	1.31	2.36	1.46	2.76	1.32	2.37	1.8	0.6	2.42	1.33	1.39	1.48
2009	1.69	1.18	2.12	1.34	2.38	1.45	2.19	2.32	0.46	2.21	1.4	1.3	1.29
2010	1.5	1.22	1.91	1.06	2.4	1.3	2.29	1.63	0.39	1.55	1.2	1.4	1.3
2011	1.92	1.51	2.48	1.16	2.94	1.44	2.56	2.37	0.42	1.92	1.11	1.19	1.25
2012	1.95	1.45	2.74	1.39	3.18	1.57	4	2.85	0.71	2.2	1.52	1.39	2.03
2013	1.12	0.99	1.58	1.05	3.02	1.54	3.35	2.59	0.56	1.71	1.66	1.56	2.01
2014	1.37	1.61	2.2	1.1	3.47	1.78	3.37	2.87	0.49	2.14	1.99	1.94	2.57
2015	2	2.27	2.6	1.38	3.19	1.61	3.5	2.57	0.5	2.05	1.96	1.61	3.6
2016	2.2	2.88	3.04	1.52	3.87	2	4.44	3.37	0.49	2.88	2.09	2.26	5.53
2017	2.08	2.56	2.85	1.34	3.23	1.8	2.95	3.47	0.29	2.38	2.03	1.89	4.34
2018	1.64	2.07	1.59	0.96	2.58	1.83	3.08	2.7	0.35	2.17	2	1.56	2.72
2019	1.21	1.76	1.9	0.94	1.76	1.48	2.35	2.28	0.27	2.07	1.52	1.45	2.87
